age,age_group,gender,item_purchased,category,purchase_amount_(usd),location,colour,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases
50,Gen X Late,Male,Hoodie,Clothing,53,Arkansas,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
36,Gen X Early,Male,Blouse,Clothing,82,West Virginia,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly
65,Seniors,Male,Coat,Outerwear,70,Indiana,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly
64,Pre-Retirement,Male,Hat,Accessories,76,Utah,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
46,Gen X Late,Male,Shoes,Footwear,29,Nebraska,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly
36,Gen X Early,Male,Belt,Accessories,100,North Dakota,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually
51,Gen X Late,Male,Backpack,Accessories,94,Missouri,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly
51,Gen X Late,Male,Jacket,Outerwear,25,New York,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly
38,Gen X Early,Male,Boots,Footwear,88,Washington,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Bi-Weekly
59,Pre-Retirement,Male,Scarf,Accessories,78,South Carolina,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
57,Pre-Retirement,Male,Jewelry,Accessories,45,Utah,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Bi-Weekly
54,Gen X Late,Male,Hat,Accessories,73,Idaho,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly
25,Millennials,Male,Dress,Clothing,61,Pennsylvania,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly
69,Seniors,Male,Blouse,Clothing,22,Missouri,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
57,Pre-Retirement,Male,Hat,Accessories,38,Nebraska,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually
70,Seniors,Male,Scarf,Accessories,38,Indiana,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
24,Gen Z,Male,Sneakers,Footwear,100,Arizona,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
67,Seniors,Male,Shirt,Clothing,64,Hawaii,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly
24,Gen Z,Male,T-shirt,Clothing,55,Wisconsin,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Bi-Weekly
62,Pre-Retirement,Male,Gloves,Accessories,91,Rhode Island,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
57,Pre-Retirement,Male,Skirt,Clothing,38,Wisconsin,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly
55,Pre-Retirement,Male,Sandals,Footwear,97,Minnesota,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
45,Gen X Late,Male,Jacket,Outerwear,22,Vermont,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Bi-Weekly
69,Seniors,Male,Skirt,Clothing,92,South Dakota,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Bi-Weekly
67,Seniors,Male,Handbag,Accessories,84,Virginia,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually
30,Millennials,Male,Handbag,Accessories,93,Nevada,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
24,Gen Z,Male,Jacket,Outerwear,50,Hawaii,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
62,Pre-Retirement,Male,Scarf,Accessories,64,New Jersey,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
43,Gen X Early,Male,Shorts,Clothing,61,Massachusetts,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly
35,Gen X Early,Male,Sunglasses,Accessories,48,Oklahoma,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
28,Millennials,Male,T-shirt,Clothing,45,California,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
32,Millennials,Male,Belt,Accessories,88,Nevada,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Bi-Weekly
39,Gen X Early,Male,Sneakers,Footwear,57,Arizona,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Bi-Weekly
28,Millennials,Male,Hat,Accessories,68,North Carolina,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
47,Gen X Late,Male,Gloves,Accessories,94,New York,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Bi-Weekly
20,Gen Z,Male,Pants,Clothing,41,Wyoming,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually
63,Pre-Retirement,Male,Socks,Clothing,83,South Dakota,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
25,Millennials,Male,Jacket,Outerwear,22,Arkansas,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
29,Millennials,Male,Shoes,Footwear,74,Texas,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
50,Gen X Late,Male,Jeans,Clothing,90,Rhode Island,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Bi-Weekly
18,Gen Z,Male,Socks,Clothing,79,New Hampshire,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually
70,Seniors,Male,Sandals,Footwear,28,Ohio,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
66,Seniors,Male,Scarf,Accessories,88,Utah,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually
28,Millennials,Male,Blouse,Clothing,26,Tennessee,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
54,Gen X Late,Male,Jewelry,Accessories,27,Hawaii,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
19,Gen Z,Male,Sweater,Clothing,83,Arizona,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
20,Gen Z,Male,Gloves,Accessories,39,South Dakota,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
43,Gen X Early,Male,Sunglasses,Accessories,89,New Jersey,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
38,Gen X Early,Male,Coat,Outerwear,68,North Dakota,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Bi-Weekly
50,Gen X Late,Male,Dress,Clothing,90,Iowa,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36,Debit Card,Bi-Weekly
64,Pre-Retirement,Male,Skirt,Clothing,34,Ohio,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
49,Gen X Late,Male,Pants,Clothing,51,Vermont,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly
47,Gen X Late,Male,Sweater,Clothing,45,Montana,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Bi-Weekly
36,Gen X Early,Male,Hoodie,Clothing,88,Delaware,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
55,Pre-Retirement,Male,Coat,Outerwear,85,New York,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
25,Millennials,Male,Jewelry,Accessories,100,Kentucky,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
53,Gen X Late,Male,Belt,Accessories,42,Oregon,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
49,Gen X Late,Male,Sandals,Footwear,53,Rhode Island,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Bi-Weekly
35,Gen X Early,Male,Sunglasses,Accessories,86,Nevada,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly
29,Millennials,Male,Sweater,Clothing,66,Montana,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
47,Gen X Late,Male,Belt,Accessories,100,Pennsylvania,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly
53,Gen X Late,Male,Handbag,Accessories,47,Alaska,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually
33,Millennials,Male,Skirt,Clothing,25,Mississippi,Black,Fall,4.0,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly
21,Gen Z,Male,Handbag,Accessories,51,Wyoming,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually
32,Millennials,Male,Shorts,Clothing,41,Delaware,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Bi-Weekly
52,Gen X Late,Male,Boots,Footwear,73,Oklahoma,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
67,Seniors,Male,Sunglasses,Accessories,42,Indiana,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
43,Gen X Early,Male,Scarf,Accessories,20,Maryland,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
58,Pre-Retirement,Male,Jewelry,Accessories,30,South Dakota,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
20,Gen Z,Male,Handbag,Accessories,53,West Virginia,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
61,Pre-Retirement,Male,Gloves,Accessories,74,Alabama,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
32,Millennials,Male,Jeans,Clothing,57,Louisiana,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
38,Gen X Early,Male,Hat,Accessories,57,Montana,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
21,Gen Z,Male,Jeans,Clothing,77,California,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
37,Gen X Early,Male,Pants,Clothing,40,Hawaii,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
27,Millennials,Male,Shorts,Clothing,46,Iowa,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
36,Gen X Early,Male,Pants,Clothing,78,Colorado,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
32,Millennials,Male,Backpack,Accessories,59,Michigan,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
51,Gen X Late,Male,Jewelry,Accessories,75,Louisiana,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
64,Pre-Retirement,Male,Sweater,Clothing,54,Maryland,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
68,Seniors,Male,Shoes,Footwear,42,Georgia,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
68,Seniors,Male,Blouse,Clothing,44,Georgia,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
33,Millennials,Male,Jeans,Clothing,52,North Dakota,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
65,Seniors,Male,Sunglasses,Accessories,69,Maryland,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Bi-Weekly
48,Gen X Late,Male,Jewelry,Accessories,26,Oregon,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
69,Seniors,Male,Coat,Outerwear,33,North Dakota,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
59,Pre-Retirement,Male,Jewelry,Accessories,32,Maryland,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
48,Gen X Late,Male,Backpack,Accessories,85,Virginia,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly
25,Millennials,Male,Skirt,Clothing,30,South Dakota,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Bi-Weekly
29,Millennials,Male,Shirt,Clothing,29,Georgia,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
57,Pre-Retirement,Male,Sweater,Clothing,95,Hawaii,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
23,Gen Z,Male,Sneakers,Footwear,69,Arkansas,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
45,Gen X Late,Male,Sandals,Footwear,69,Montana,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
38,Gen X Early,Male,Belt,Accessories,61,Oklahoma,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
21,Gen Z,Male,Skirt,Clothing,94,Minnesota,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
32,Millennials,Male,Sweater,Clothing,30,Montana,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
63,Pre-Retirement,Male,Skirt,Clothing,45,Ohio,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
29,Millennials,Male,Handbag,Accessories,39,Kentucky,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
27,Millennials,Male,Jewelry,Accessories,51,Nebraska,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
56,Pre-Retirement,Male,Scarf,Accessories,37,Delaware,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Bi-Weekly
30,Millennials,Male,T-shirt,Clothing,62,North Carolina,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
49,Gen X Late,Male,Coat,Outerwear,85,New York,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
58,Pre-Retirement,Male,T-shirt,Clothing,33,Colorado,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
57,Pre-Retirement,Male,Dress,Clothing,26,Delaware,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
60,Pre-Retirement,Male,Shoes,Footwear,99,Utah,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
69,Seniors,Male,Handbag,Accessories,39,Connecticut,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
70,Seniors,Male,Skirt,Clothing,20,New Jersey,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
53,Gen X Late,Male,Sunglasses,Accessories,42,West Virginia,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
25,Millennials,Male,Sandals,Footwear,74,Indiana,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
48,Gen X Late,Male,Shoes,Footwear,26,Delaware,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
69,Seniors,Male,T-shirt,Clothing,53,Maryland,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months
25,Millennials,Male,Sneakers,Footwear,80,Pennsylvania,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Bi-Weekly
29,Millennials,Male,Hat,Accessories,98,Iowa,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
46,Gen X Late,Male,Skirt,Clothing,95,Pennsylvania,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
37,Gen X Early,Male,Sweater,Clothing,44,Delaware,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
20,Gen Z,Male,Sandals,Footwear,60,Oregon,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
40,Gen X Early,Male,Dress,Clothing,84,Oregon,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
60,Pre-Retirement,Male,Sweater,Clothing,59,Utah,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
26,Millennials,Male,Jacket,Outerwear,49,North Dakota,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually
29,Millennials,Male,Gloves,Accessories,32,Florida,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
66,Seniors,Male,Handbag,Accessories,29,Maryland,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly
66,Seniors,Male,Dress,Clothing,22,Minnesota,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Bi-Weekly
56,Pre-Retirement,Male,Pants,Clothing,85,Montana,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Bi-Weekly
69,Seniors,Male,Jeans,Clothing,52,Rhode Island,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
38,Gen X Early,Male,Pants,Clothing,89,Massachusetts,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually
42,Gen X Early,Male,Dress,Clothing,77,Vermont,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
30,Millennials,Male,Pants,Clothing,24,New Jersey,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
66,Seniors,Male,Jewelry,Accessories,24,Wisconsin,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually
36,Gen X Early,Male,Handbag,Accessories,22,California,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly
58,Pre-Retirement,Male,Sweater,Clothing,82,West Virginia,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months
45,Gen X Late,Male,Backpack,Accessories,67,South Dakota,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually
47,Gen X Late,Male,Shorts,Clothing,74,Maine,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months
66,Seniors,Male,Jewelry,Accessories,72,Kansas,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly
41,Gen X Early,Male,Sneakers,Footwear,36,Vermont,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
41,Gen X Early,Male,Belt,Accessories,95,Tennessee,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
66,Seniors,Male,Hoodie,Clothing,78,Tennessee,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
37,Gen X Early,Male,Shirt,Clothing,82,Wyoming,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly
70,Seniors,Male,Pants,Clothing,70,Vermont,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually
62,Pre-Retirement,Male,Scarf,Accessories,41,New Jersey,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
61,Pre-Retirement,Male,Coat,Outerwear,42,Iowa,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
48,Gen X Late,Male,Coat,Outerwear,50,Florida,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
70,Seniors,Male,Socks,Clothing,31,Nevada,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
46,Gen X Late,Male,Sweater,Clothing,51,North Dakota,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly
31,Millennials,Male,Shirt,Clothing,98,Florida,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly
19,Gen Z,Male,Shirt,Clothing,86,New York,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
39,Gen X Early,Male,Sweater,Clothing,64,Alaska,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
41,Gen X Early,Male,Blouse,Clothing,46,Kansas,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually
20,Gen Z,Male,Sweater,Clothing,85,Oregon,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
36,Gen X Early,Male,Hat,Accessories,81,Rhode Island,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually
32,Millennials,Male,Sweater,Clothing,59,New Mexico,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
69,Seniors,Male,Hoodie,Clothing,79,Massachusetts,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly
40,Gen X Early,Male,Shorts,Clothing,33,Pennsylvania,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
40,Gen X Early,Male,Shorts,Clothing,47,New Jersey,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months
20,Gen Z,Male,Hat,Accessories,20,Utah,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
64,Pre-Retirement,Male,Coat,Outerwear,36,Kentucky,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
27,Millennials,Male,Sandals,Footwear,39,Nebraska,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
24,Gen Z,Male,Skirt,Clothing,71,Virginia,Charcoal,Winter,4.0,Yes,Standard,Yes,Yes,46,Debit Card,Monthly
48,Gen X Late,Male,Shoes,Footwear,59,Wyoming,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
49,Gen X Late,Male,Jeans,Clothing,50,New Mexico,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly
36,Gen X Early,Male,Sandals,Footwear,41,Oregon,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Bi-Weekly
56,Pre-Retirement,Male,Blouse,Clothing,59,South Carolina,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Bi-Weekly
37,Gen X Early,Male,Hat,Accessories,87,Arizona,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
42,Gen X Early,Male,Sweater,Clothing,68,Kentucky,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Bi-Weekly
28,Millennials,Male,Skirt,Clothing,90,New York,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
27,Millennials,Male,Jeans,Clothing,71,Texas,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
63,Pre-Retirement,Male,Sneakers,Footwear,64,Missouri,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly
58,Pre-Retirement,Male,Jewelry,Accessories,76,Pennsylvania,Olive,Fall,3.0,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
37,Gen X Early,Male,Jewelry,Accessories,42,Oregon,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
56,Pre-Retirement,Male,Pants,Clothing,80,Nevada,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
18,Gen Z,Male,Belt,Accessories,56,Arkansas,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
48,Gen X Late,Male,Hat,Accessories,25,Minnesota,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months
31,Millennials,Male,Sneakers,Footwear,74,Georgia,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months
51,Gen X Late,Male,Pants,Clothing,30,Rhode Island,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18,Debit Card,Bi-Weekly
65,Seniors,Male,T-shirt,Clothing,96,Nevada,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
53,Gen X Late,Male,Sneakers,Footwear,64,Texas,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Bi-Weekly
55,Pre-Retirement,Male,Shorts,Clothing,88,Florida,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Bi-Weekly
62,Pre-Retirement,Male,Shoes,Footwear,88,North Dakota,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months
55,Pre-Retirement,Male,Gloves,Accessories,88,West Virginia,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly
64,Pre-Retirement,Male,Socks,Clothing,36,Nebraska,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Bi-Weekly
52,Gen X Late,Male,Dress,Clothing,40,Tennessee,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly
24,Gen Z,Male,Handbag,Accessories,39,Oklahoma,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly
38,Gen X Early,Male,Belt,Accessories,40,Wisconsin,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly
59,Pre-Retirement,Male,Scarf,Accessories,34,Oregon,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly
27,Millennials,Male,Sneakers,Footwear,83,North Carolina,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly
24,Gen Z,Male,Sweater,Clothing,85,Pennsylvania,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly
23,Gen Z,Male,Coat,Outerwear,27,North Dakota,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly
69,Seniors,Male,Jewelry,Accessories,78,Ohio,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly
59,Pre-Retirement,Male,Sunglasses,Accessories,32,Oklahoma,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly
